banos,dormitorios,garajes,gastos_comunes,m2_del_terreno,m2_edificados,price,vivienda_social,disposición_frente,estado_rec_exc,zona_cat_1,zona_cat_2,zona_cat_3
1.0,2.0,0.0,0.0,91.0,91.0,109000.0,0.0,1,1,1,0,0
1.0,1.0,0.0,0.0,130.0,36.0,42000.0,0.0,0,0,0,1,0
2.0,2.0,1.0,6800.0,66.0,66.0,200000.0,0.0,0,1,0,0,1
1.0,2.0,0.0,0.0,500.0,175.0,65000.0,0.0,1,0,1,0,0
1.0,2.0,1.0,0.0,365.0,50.0,55000.0,0.0,1,0,1,0,0
1.0,2.0,0.0,0.0,40.0,40.0,115000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,8500.0,90.0,90.0,230000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,3500.0,35.0,35.0,127000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,3000.0,42.0,42.0,110000.0,0.0,0,0,0,1,0
1.0,0.0,0.0,3500.0,35.0,35.0,127000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,1.0,70.0,70.0,125000.0,1.0,0,0,0,1,0
1.0,2.0,0.0,0.0,65.0,65.0,149100.0,1.0,1,0,0,1,0
3.0,4.0,2.0,0.0,719.0,260.0,550000.0,0.0,0,0,0,0,1
2.0,2.0,1.0,9000.0,93.0,93.0,295000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,1000.0,41.0,41.0,72000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,0.0,38.0,38.0,131000.0,0.0,0,1,0,1,0
1.0,1.0,0.0,3000.0,35.0,35.0,124200.0,0.0,1,0,0,0,1
3.0,3.0,2.0,21000.0,186.0,186.0,620000.0,0.0,1,1,0,0,1
1.0,3.0,2.0,13800.0,117.0,117.0,250000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,0.0,34.0,34.0,115000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,2000.0,40.0,40.0,140000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,2000.0,60.0,60.0,125000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,0.0,300.0,160.0,440000.0,0.0,0,1,0,0,1
2.0,4.0,1.0,6600.0,81.0,81.0,245000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,18000.0,120.0,120.0,380000.0,0.0,0,1,0,0,1
1.0,3.0,0.0,4900.0,63.0,63.0,198000.0,0.0,1,0,0,0,1
3.0,4.0,1.0,21000.0,152.0,152.0,459000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,1200.0,83.0,83.0,139000.0,0.0,1,0,0,1,0
3.0,5.0,1.0,0.0,470.0,270.0,800000.0,0.0,0,0,0,0,1
1.0,0.0,1.0,2500.0,35.0,35.0,148000.0,0.0,1,0,0,0,1
3.0,4.0,1.0,0.0,214.0,189.0,620000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,61.0,61.0,173697.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,41.0,41.0,90000.0,0.0,0,0,0,1,0
3.0,4.0,1.0,25000.0,175.0,175.0,420000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,4245.0,38.0,38.0,210000.0,0.0,1,1,0,0,1
3.0,3.0,0.0,15960.0,129.0,129.0,649000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,44.0,44.0,129000.0,0.0,0,0,0,1,0
2.0,2.0,0.0,8000.0,61.0,61.0,199000.0,0.0,1,0,0,1,0
2.0,2.0,0.0,0.0,280.0,100.0,165000.0,0.0,1,0,1,0,0
2.0,2.0,1.0,5000.0,95.0,95.0,250000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,1.0,59.0,59.0,189000.0,0.0,0,0,0,1,0
1.0,1.0,1.0,3200.0,45.0,45.0,75000.0,0.0,1,1,0,0,1
2.0,3.0,2.0,7000.0,72.0,72.0,200000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,19300.0,113.0,113.0,259000.0,0.0,1,1,0,0,1
3.0,3.0,1.0,2000.0,155.0,125.0,340000.0,0.0,0,1,0,0,1
1.0,1.0,0.0,1800.0,39.0,39.0,99000.0,1.0,1,1,0,1,0
2.0,3.0,1.0,8000.0,90.0,90.0,265000.0,0.0,1,1,0,0,1
2.0,3.0,2.0,26000.0,202.0,160.0,750000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2500.0,65.0,65.0,120000.0,0.0,0,1,0,1,0
1.0,3.0,0.0,3000.0,50.0,50.0,138000.0,0.0,0,1,0,0,1
2.0,3.0,0.0,5000.0,77.0,77.0,235000.0,0.0,1,1,0,0,1
1.0,1.0,1.0,1.0,70.0,70.0,155000.0,0.0,0,0,0,0,1
3.0,2.0,2.0,0.0,121.0,121.0,630000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,0.0,46.0,46.0,85500.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,426.0,169.0,110000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,4700.0,39.0,39.0,159000.0,0.0,0,1,0,0,1
2.0,4.0,2.0,0.0,264.0,264.0,250000.0,0.0,1,0,0,0,1
1.0,3.0,1.0,4100.0,14.0,70.0,145000.0,0.0,1,0,0,1,0
1.0,3.0,1.0,0.0,300.0,130.0,110000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,2800.0,68.0,68.0,120000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,8000.0,89.0,89.0,225000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,4500.0,50.0,50.0,135000.0,0.0,1,1,0,1,0
2.0,3.0,1.0,11000.0,104.0,104.0,297000.0,0.0,1,0,0,0,1
2.0,4.0,1.0,0.0,596.0,130.0,290000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,49.0,49.0,161830.0,1.0,0,0,0,1,0
2.0,3.0,1.0,3000.0,115.0,115.0,195000.0,0.0,0,1,0,1,0
1.0,2.0,1.0,1.0,72.0,72.0,141000.0,1.0,0,0,0,1,0
2.0,3.0,1.0,1.0,84.0,84.0,172000.0,1.0,1,0,0,1,0
2.0,3.0,1.0,13000.0,100.0,100.0,225000.0,0.0,1,1,0,1,0
1.0,3.0,0.0,0.0,124.0,124.0,92000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,0.0,78.0,78.0,220000.0,0.0,1,0,0,0,1
3.0,4.0,0.0,0.0,300.0,140.0,380000.0,0.0,1,0,0,0,1
3.0,2.0,1.0,22000.0,146.0,146.0,585000.0,0.0,1,1,0,0,1
3.0,2.0,1.0,6600.0,85.0,85.0,310000.0,0.0,1,0,0,0,1
3.0,5.0,1.0,0.0,219.0,225.0,325000.0,0.0,0,0,0,0,1
2.0,2.0,0.0,9000.0,58.0,58.0,205000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,1.0,70.0,70.0,164269.0,1.0,1,0,0,1,0
3.0,5.0,0.0,0.0,294.0,294.0,220000.0,0.0,1,1,0,1,0
3.0,3.0,0.0,16000.0,128.0,128.0,275000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,0.0,200.0,200.0,330000.0,0.0,0,0,0,1,0
1.0,3.0,0.0,1.0,77.0,77.0,144373.0,1.0,1,0,0,1,0
1.0,1.0,1.0,1.0,60.0,60.0,134336.0,1.0,0,0,0,1,0
1.0,2.0,0.0,0.0,100.0,88.0,210000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,41.0,41.0,78000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,47.0,47.0,98000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,700.0,65.0,65.0,128000.0,0.0,0,0,0,1,0
2.0,3.0,2.0,0.0,100.0,100.0,255000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,3500.0,76.0,76.0,235000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,2000.0,52.0,52.0,92000.0,0.0,1,0,0,1,0
1.0,2.0,2.0,0.0,82.0,82.0,245000.0,0.0,1,1,0,0,1
1.0,3.0,1.0,0.0,95.0,95.0,113000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,0.0,103.0,52.0,35000.0,0.0,0,0,1,0,0
1.0,2.0,0.0,14000.0,65.0,65.0,198000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,4000.0,40.0,40.0,98000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,9000.0,60.0,60.0,250000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,4500.0,53.0,53.0,150000.0,0.0,1,0,0,0,1
3.0,4.0,2.0,30000.0,243.0,243.0,850000.0,0.0,0,0,0,0,1
1.0,1.0,0.0,0.0,50.0,50.0,38000.0,0.0,0,0,1,0,0
1.0,1.0,0.0,3850.0,53.0,53.0,189000.0,0.0,1,0,0,1,0
2.0,2.0,0.0,0.0,93.0,93.0,236000.0,0.0,1,0,0,0,1
1.0,1.0,2.0,1.0,114.0,114.0,420000.0,0.0,0,1,0,0,1
2.0,3.0,0.0,6000.0,90.0,90.0,215000.0,0.0,1,0,0,0,1
2.0,2.0,1.0,10000.0,90.0,90.0,340000.0,0.0,0,1,0,0,1
2.0,2.0,0.0,6200.0,67.0,67.0,210000.0,0.0,0,1,0,1,0
3.0,5.0,0.0,0.0,222.0,175.0,115000.0,0.0,1,0,0,1,0
3.0,4.0,3.0,0.0,500.0,300.0,389000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,0.0,56.0,56.0,115000.0,0.0,0,0,0,1,0
2.0,4.0,0.0,0.0,485.0,86.0,265000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,3400.0,54.0,54.0,140000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,0.0,40.0,40.0,87600.0,0.0,0,1,0,1,0
1.0,1.0,0.0,2000.0,36.0,36.0,70000.0,0.0,0,0,0,1,0
1.0,4.0,1.0,0.0,343.0,123.0,270000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1600.0,49.0,49.0,98000.0,1.0,0,1,0,1,0
1.0,1.0,0.0,650.0,50.0,50.0,55000.0,0.0,0,0,0,1,0
2.0,3.0,1.0,0.0,401.0,183.0,129000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,0.0,75.0,75.0,145000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,0.0,48.0,48.0,109500.0,0.0,1,1,0,1,0
1.0,2.0,1.0,0.0,300.0,90.0,170000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,12000.0,88.0,75.0,250000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,7000.0,77.0,77.0,186000.0,1.0,1,1,0,1,0
1.0,3.0,0.0,0.0,85.0,80.0,135000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,0.0,56.0,56.0,150000.0,0.0,0,1,0,0,1
1.0,1.0,1.0,4000.0,49.0,49.0,149000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,1480.0,55.0,55.0,120000.0,0.0,1,0,0,0,1
2.0,2.0,2.0,0.0,641.0,144.0,85000.0,0.0,1,0,0,1,0
3.0,4.0,1.0,0.0,125.0,227.0,400000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,16000.0,90.0,90.0,280000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,800.0,40.0,40.0,82000.0,0.0,0,1,0,1,0
2.0,3.0,0.0,1200.0,64.0,64.0,159000.0,0.0,1,0,0,1,0
3.0,3.0,2.0,11000.0,167.0,167.0,320000.0,0.0,1,1,0,0,1
1.0,2.0,1.0,1.0,54.0,54.0,138000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,2500.0,42.0,42.0,128000.0,0.0,1,0,0,0,1
1.0,3.0,2.0,0.0,100.0,100.0,95000.0,0.0,1,0,1,0,0
2.0,2.0,0.0,5000.0,86.0,86.0,198000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,0.0,115.0,110.0,198000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,0.0,224.0,66.0,135000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,11000.0,109.0,109.0,189000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,13000.0,100.0,100.0,325000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,63.0,63.0,150000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,4500.0,66.0,66.0,240000.0,0.0,1,1,0,0,1
1.0,2.0,1.0,4300.0,42.0,42.0,187000.0,0.0,0,1,0,0,1
2.0,2.0,0.0,6820.0,91.0,91.0,239000.0,0.0,1,0,0,0,1
2.0,3.0,3.0,0.0,742.0,304.0,520000.0,0.0,0,0,0,0,1
2.0,2.0,0.0,7800.0,73.0,73.0,225000.0,0.0,1,1,0,0,1
3.0,4.0,2.0,0.0,368.0,204.0,370000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,9580.0,75.0,75.0,250000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,0.0,221.0,179.0,112000.0,0.0,1,1,0,1,0
1.0,3.0,0.0,6000.0,60.0,60.0,170000.0,0.0,1,1,0,1,0
3.0,4.0,1.0,17000.0,130.0,130.0,335000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,15000.0,125.0,125.0,370000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,0.0,332.0,105.0,98000.0,0.0,1,0,1,0,0
2.0,2.0,1.0,0.0,120.0,63.0,170000.0,1.0,1,1,0,1,0
2.0,3.0,1.0,1.0,89.0,89.0,283800.0,1.0,1,0,0,1,0
2.0,2.0,0.0,2000.0,60.0,60.0,138000.0,0.0,0,0,0,1,0
2.0,4.0,0.0,0.0,102.0,99.0,198000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,0.0,60.0,60.0,120000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,721.0,120.0,360000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2150.0,48.0,48.0,150000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,0.0,36.0,36.0,116000.0,0.0,0,1,0,1,0
1.0,2.0,1.0,0.0,314.0,190.0,280000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,13000.0,180.0,180.0,590000.0,0.0,1,1,0,0,1
3.0,3.0,0.0,0.0,93.0,159.0,377000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,2300.0,74.0,74.0,219000.0,0.0,1,1,0,0,1
1.0,3.0,0.0,3000.0,60.0,60.0,149000.0,0.0,1,1,0,1,0
2.0,3.0,1.0,3000.0,100.0,100.0,215000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,500.0,60.0,60.0,125000.0,0.0,0,0,0,0,1
1.0,1.0,0.0,1200.0,42.0,42.0,58000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,57.0,55.0,110000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,0.0,530.0,204.0,330000.0,0.0,1,0,0,0,1
2.0,1.0,1.0,4500.0,60.0,60.0,171000.0,0.0,1,0,0,0,1
3.0,3.0,2.0,0.0,112.0,112.0,590000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,4400.0,55.0,55.0,165000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1912.0,44.0,44.0,117000.0,0.0,0,1,0,1,0
2.0,2.0,0.0,0.0,101.0,101.0,320500.0,0.0,1,0,0,0,1
1.0,1.0,1.0,0.0,140.0,60.0,215000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,8845.0,68.0,68.0,228000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,0.0,104.0,86.0,160000.0,0.0,1,1,0,1,0
1.0,3.0,0.0,0.0,160.0,118.0,210000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,5000.0,79.0,79.0,196600.0,0.0,1,1,0,1,0
3.0,4.0,1.0,0.0,130.0,150.0,235000.0,0.0,1,1,0,1,0
2.0,4.0,3.0,0.0,300.0,160.0,200000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,1000.0,56.0,56.0,68000.0,0.0,0,0,1,0,0
1.0,2.0,0.0,4950.0,65.0,65.0,240000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,13000.0,100.0,100.0,350000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,8000.0,65.0,65.0,189000.0,0.0,0,1,0,0,1
2.0,3.0,1.0,13500.0,117.0,117.0,250000.0,0.0,0,0,0,0,1
2.0,2.0,1.0,11.0,80.0,80.0,320000.0,0.0,0,0,0,0,1
1.0,2.0,1.0,9000.0,70.0,70.0,210000.0,0.0,0,0,0,0,1
1.0,3.0,0.0,0.0,300.0,200.0,75000.0,0.0,1,0,1,0,0
1.0,1.0,1.0,1.0,37.0,37.0,155000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,2800.0,70.0,70.0,107000.0,0.0,0,0,0,1,0
2.0,2.0,1.0,9500.0,77.0,77.0,240000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,1300.0,32.0,32.0,79000.0,0.0,0,0,0,1,0
2.0,3.0,3.0,0.0,435.0,210.0,370000.0,0.0,0,0,0,1,0
1.0,1.0,1.0,7000.0,50.0,50.0,220000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,3800.0,70.0,70.0,140000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,4300.0,68.0,68.0,145000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,3000.0,72.0,72.0,153000.0,0.0,0,1,0,1,0
1.0,2.0,0.0,0.0,73.0,73.0,188609.0,0.0,0,0,0,1,0
1.0,2.0,1.0,0.0,74.0,74.0,222427.0,0.0,1,0,0,1,0
2.0,3.0,1.0,5000.0,90.0,90.0,241000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,53.0,53.0,158000.0,0.0,0,0,0,1,0
3.0,3.0,1.0,17500.0,86.0,86.0,390000.0,0.0,1,1,0,0,1
1.0,2.0,3.0,0.0,326.0,115.0,115000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,14000.0,144.0,144.0,260000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,0.0,85.0,125.0,230000.0,0.0,1,1,0,0,1
3.0,3.0,2.0,24000.0,132.0,132.0,480000.0,0.0,0,1,0,0,1
2.0,3.0,1.0,20000.0,159.0,159.0,330000.0,0.0,1,0,0,0,1
3.0,5.0,3.0,0.0,250.0,250.0,420000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,600.0,97.0,97.0,130000.0,0.0,0,0,0,1,0
2.0,3.0,0.0,6400.0,92.0,92.0,185000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,10000.0,73.0,73.0,225000.0,0.0,1,0,0,0,1
3.0,2.0,1.0,8300.0,92.0,92.0,255000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1.0,33.0,33.0,112000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,2100.0,45.0,45.0,90000.0,0.0,1,0,0,0,1
2.0,2.0,2.0,9500.0,94.0,94.0,285000.0,0.0,0,0,0,0,1
1.0,0.0,0.0,4000.0,28.0,28.0,86000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,104.0,99.0,318000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,4500.0,81.0,81.0,216776.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1800.0,43.0,43.0,89000.0,0.0,0,1,0,1,0
2.0,2.0,2.0,14000.0,10.0,108.0,390000.0,0.0,0,1,0,0,1
2.0,3.0,0.0,7000.0,75.0,75.0,185000.0,0.0,1,0,0,1,0
2.0,3.0,2.0,0.0,148.0,152.0,299000.0,0.0,1,1,0,1,0
2.0,2.0,0.0,6000.0,80.0,80.0,225000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,0.0,60.0,115.0,130000.0,0.0,1,1,0,1,0
2.0,3.0,1.0,20800.0,123.0,123.0,370000.0,0.0,1,0,0,0,1
3.0,4.0,2.0,0.0,650.0,286.0,525000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,7000.0,38.0,38.0,158000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,3000.0,60.0,60.0,125000.0,0.0,0,1,0,1,0
1.0,2.0,0.0,0.0,111.0,51.0,59000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,1000.0,85.0,85.0,205000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,2500.0,65.0,65.0,118500.0,0.0,0,1,0,1,0
2.0,2.0,1.0,15000.0,138.0,138.0,345000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,80.0,76.0,205000.0,0.0,0,1,0,0,1
3.0,3.0,0.0,0.0,500.0,250.0,495000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,12000.0,120.0,120.0,295000.0,0.0,0,0,0,0,1
1.0,4.0,0.0,0.0,505.0,185.0,410000.0,0.0,1,0,0,0,1
3.0,3.0,3.0,22000.0,150.0,150.0,750000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,8300.0,103.0,103.0,385000.0,0.0,1,1,0,0,1
2.0,3.0,3.0,0.0,399.0,200.0,400000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,1.0,46.0,46.0,124360.0,0.0,1,0,0,1,0
2.0,3.0,1.0,16000.0,125.0,125.0,450000.0,0.0,0,1,0,0,1
1.0,2.0,1.0,1900.0,68.0,68.0,129000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,9000.0,72.0,72.0,380000.0,0.0,0,0,0,0,1
1.0,2.0,1.0,0.0,260.0,65.0,90000.0,0.0,1,0,1,0,0
1.0,1.0,0.0,3500.0,37.0,37.0,57000.0,0.0,0,0,0,1,0
2.0,3.0,2.0,0.0,646.0,250.0,470000.0,0.0,0,1,0,0,1
2.0,3.0,1.0,0.0,110.0,210.0,240000.0,0.0,1,1,0,1,0
1.0,3.0,0.0,0.0,60.0,60.0,75000.0,0.0,1,0,1,0,0
1.0,2.0,1.0,4500.0,54.0,54.0,190000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,0.0,102.0,102.0,307600.0,0.0,1,0,0,0,1
1.0,3.0,0.0,4000.0,60.0,60.0,90000.0,1.0,1,1,0,0,1
2.0,4.0,1.0,0.0,170.0,130.0,380000.0,0.0,1,0,0,0,1
3.0,5.0,1.0,0.0,140.0,280.0,380000.0,0.0,1,1,0,1,0
2.0,2.0,0.0,6500.0,100.0,100.0,239000.0,0.0,1,1,0,1,0
2.0,3.0,1.0,13000.0,135.0,135.0,380000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,10000.0,153.0,125.0,536000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,0.0,95.0,71.0,240000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,4900.0,49.0,49.0,187000.0,0.0,0,1,0,0,1
2.0,2.0,1.0,8000.0,69.0,69.0,250000.0,0.0,1,1,0,0,1
2.0,3.0,2.0,0.0,654.0,235.0,560000.0,0.0,0,1,0,0,1
1.0,2.0,0.0,1500.0,50.0,50.0,125000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,0.0,51.0,51.0,172000.0,0.0,1,0,0,0,1
3.0,4.0,0.0,0.0,400.0,160.0,320000.0,0.0,1,0,0,0,1
2.0,4.0,1.0,0.0,748.0,105.0,100000.0,0.0,1,0,1,0,0
1.0,1.0,1.0,1.0,59.0,59.0,141063.0,1.0,0,0,0,1,0
2.0,3.0,2.0,16000.0,287.0,287.0,685000.0,0.0,0,1,0,0,1
1.0,2.0,1.0,4200.0,64.0,64.0,183000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,0.0,400.0,160.0,420000.0,0.0,0,1,0,0,1
1.0,2.0,0.0,0.0,110.0,100.0,150000.0,0.0,1,1,0,0,1
3.0,3.0,1.0,13800.0,105.0,105.0,315000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,900.0,56.0,56.0,98000.0,0.0,1,0,0,1,0
1.0,3.0,1.0,3600.0,68.0,68.0,154000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,59.0,59.0,146000.0,1.0,1,0,0,1,0
3.0,4.0,2.0,0.0,639.0,291.0,230000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,2600.0,43.0,33.0,117000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,0.0,200.0,74.0,210000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,14000.0,95.0,95.0,329000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,6000.0,65.0,65.0,300000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,1800.0,63.0,63.0,145000.0,0.0,1,1,0,0,1
1.0,3.0,0.0,0.0,283.0,89.0,115000.0,0.0,1,0,1,0,0
2.0,2.0,1.0,1.0,90.0,90.0,300000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,17000.0,130.0,130.0,189000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,20000.0,100.0,100.0,395000.0,0.0,1,1,0,0,1
2.0,4.0,1.0,6000.0,80.0,80.0,214000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,3500.0,71.0,71.0,119000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,11000.0,70.0,70.0,260000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,3900.0,58.0,58.0,150000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,0.0,53.0,50.0,137500.0,1.0,1,0,0,1,0
2.0,3.0,1.0,20000.0,93.0,93.0,395000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,2700.0,23.0,23.0,75000.0,0.0,0,1,0,1,0
2.0,2.0,1.0,17600.0,125.0,125.0,379000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1.0,35.0,35.0,115000.0,0.0,0,0,0,0,1
2.0,2.0,1.0,8000.0,70.0,70.0,269000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2300.0,65.0,65.0,165000.0,0.0,0,1,0,0,1
1.0,1.0,1.0,0.0,53.0,53.0,157000.0,1.0,1,0,0,1,0
2.0,4.0,1.0,0.0,303.0,243.0,375000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,0.0,90.0,90.0,275000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,20000.0,120.0,120.0,395000.0,0.0,1,1,0,0,1
1.0,1.0,1.0,4700.0,42.0,42.0,155000.0,1.0,1,1,0,0,1
2.0,4.0,1.0,3500.0,80.0,80.0,169000.0,0.0,1,0,0,0,1
2.0,4.0,0.0,0.0,346.0,147.0,93000.0,0.0,1,0,1,0,0
2.0,3.0,0.0,10000.0,120.0,120.0,440000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,13000.0,144.0,144.0,420000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,65.0,65.0,165000.0,0.0,1,1,0,1,0
2.0,3.0,1.0,7000.0,80.0,76.0,275000.0,0.0,1,0,0,0,1
3.0,4.0,2.0,20000.0,173.0,173.0,650000.0,0.0,1,1,0,0,1
1.0,3.0,0.0,4500.0,65.0,65.0,165000.0,0.0,1,1,0,1,0
2.0,3.0,2.0,0.0,350.0,150.0,360000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,0.0,200.0,110.0,295000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,393.0,101.0,95000.0,0.0,0,0,0,1,0
2.0,2.0,3.0,0.0,429.0,252.0,295000.0,0.0,1,0,0,1,0
2.0,5.0,1.0,0.0,100.0,200.0,190000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,8500.0,65.0,65.0,235000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,0.0,20.0,110.0,245000.0,0.0,0,0,0,0,1
3.0,3.0,1.0,13900.0,170.0,170.0,395000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,0.0,37.0,37.0,67000.0,0.0,0,0,0,1,0
2.0,2.0,1.0,9000.0,100.0,100.0,230000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,3300.0,50.0,50.0,150000.0,0.0,1,0,0,1,0
